caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
Heavy rain is pounding rapidly and intensely as time goes on.,RainFallsonUmbrellaMcCoy.wav,"Rain next to open window, dog barks in the distance.wav",Fountain at place pigale - Paris - France.wav,Heavy Rain tin roof.wav,"Wind in a tree, close to the foliage.wav",Rain 02 091012.wav,RainFallsThruTinGutterMcCoy.wav,Heavy wind and rain.wav,leaves_on_the_wind.wav,inicio.wav
the bird are singing by the beach and it's windy.,pineforest winter NL SHORT 130110_00.wav,Desert at Night.wav,Birds and insects in the wetlands of Melissant.wav,Helicopter and crows passing overhead.wav,ambient_sound.wav,spider_monkeys.wav,AMB_CityPark_Day_Seagull_People.wav,The Commons.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav
"A siren rises and falls in pitch, getting more intense and high pitched.",PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,Whelen Piercer.wav,Sirena_24.05.11.wav,Synth Wind.wav,police motorcycle distance to stop.wav,thebit2.wav,Tone Shift.wav,sirenaWAV.wav,Ambulence - WARNING LOUD.wav,sortdemo_qb45_insert.wav
A person opens and then closes a lightweight door.,closing washing machine.wav,fist bang 2.wav,CFX-20130329-UK-DorsetHouseDoors02.wav,Auto_Door_Open_Close.wav,"HOUSEHOLD-FRIDGE-Whirlpool-brand fridge cooling, opening and closing fridge door_001.wav",Footsteps on Wood floor 1.wav,entering1.wav,CFX-20130329-UK-DorsetHouseDoors01.wav,door_squeaky.wav,Opening and closing a big old door.wav
An earsplitting honk increases tremendously as time passes.,ship horn.wav,City Street.wav,traffic from inside an apartment.wav,NY 176andSt.Nicholas AMB.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav",tata_hungary__ady_endre_road_20080718.wav,Boulevard with motorbike.wav,Apartment Ambiance 2.wav,street.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav
A lot of rain is hitting more water.,Fountain at place pigale - Paris - France.wav,White Water.wav,"Rain next to open window, dog barks in the distance.wav",Heavy Rain tin roof.wav,StreamPTDMos.wav,creek_tyrol_austria.wav,Rain 02 091012.wav,"Wind in a tree, close to the foliage.wav",RainFallsThruTinGutterMcCoy.wav,20130825-Water-fountain-Slavonice.wav
a propellor or fan whirring with a brief faint siren or alarm in the background.,City Street.wav,NY 176andSt.Nicholas AMB.wav,Apartment Ambiance 2.wav,traffic from inside an apartment.wav,crossing bells.wav,room tone empty train station quiet.wav,Roof with fans.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav",refrigerator buzzing.wav,stoplight.wav
"A man is singing while an accordion is being played, people are talking in the background.",Sao_Paulo_Liberdade_Forro_2014_10_12.wav,fm-radio-tuning-sweeps.wav,"Call to Prayer, Old Dehli.wav",meeting singing on boat - galilee.wav,trolley car B.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,gaunermarkt_werbung.wav,Cafe 1.wav,times_square.wav,24 may 2011.wav
A motor is running while a person speaks in the background.,City Street.wav,Apartment Ambiance 2.wav,traffic from inside an apartment.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,Roof with fans.wav,indoors empty bar noisy ambient 2.wav,NY 176andSt.Nicholas AMB.wav,RomaBenzinaioGas_viaPomonte.wav,20091217.05.street.cleaning.wav,InsideBus.wav
Someone is rifling through papers over and over again.,envelope.wav,AlexandreJourdan_2013_s2.wav,Melon Stabs (Juicy).wav,Plastic bag crumple.wav,pepper grinder.wav,160170_Gravel_OWI.wav,Glass crushed 1.wav,Fire crackling.wav,Footsteps on Crunchy Snow.wav,bread_in_toaster.wav
Dice or a similar object rattles as a container shakes them.,Pecan nuts cracked open.wav,Squeaking of door handle and rumbling of door.wav,Pills02.wav,DVD Cases.wav,stones on thin ice.wav,abandoned-ballroom-objects-wood-metal.wav,wine_glasses_drying_bottom_up (miroslawski.net).wav,Fire crackling.wav,Gun Handling.wav,Mascara.wav
People are speaking softly  and water is splashing.,Oxford Cambridge boat race 2010.wav,20110823_mountain.01.wav,CFX-20130331-UK-DorsetHarbour04.wav,20100806.stockholm.street.ambiance.wav,BigCrowdBigHall.wav,maastricht town sounds.wav,atmo__wind_leaves_water_traffic.wav,Inside Car Ambience Next to School More Quiet Version.wav,korea_flohmarkt.wav,Ambience outside a series of restaurants.wav
someone closed a door and begins to walk around.,entering1.wav,Footsteps on Wood floor 1.wav,door walking exit.wav,Walking on Wood Floor.wav,closing washing machine.wav,20091226.soft.door.wav,20150330_11.wooden.floor.night.MS.wav,big wooden door open close.wav,Walking Downstairs.wav,Opening and closing a big old door.wav
People are talking in the background of some event.,BigCrowdBigHall.wav,In_a_que01.wav,Ambience outside a series of restaurants.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,20091217.20.pedestrians.wav,Cafe 1.wav,Kurla local train station Mumbai (1).wav,UoA_Kcq_voices2_120224.wav,Twee dozen aardbeien.wav,20100806.stockholm.street.ambiance.wav
A man breaths out for as long as he could.,Help Me.wav,md1trk13.wav,Broom brushing on mat.wav,"Call to Prayer, Old Dehli.wav",foley noisy chair moving standing up different speed.wav,Foley Man Collapsing.wav,synthwind.wav,Mouth Wind Howling.wav,Drinking Water and refreshing sigh.wav,Hair Clippers 2.wav
Some people are running very fast as their shoes clatter on the ground.,steps in the station.wav,20091217.20.pedestrians.wav,20150712_underground.parking.wav,20091226.squeaky.door.wav,maastricht town sounds.wav,SR005F.wav,UoA_PJ120202_HighStAlleyEch.wav,Noise and Walking 2.wav,Footsteps Dirt 02.wav,horse in woods 130213_00.wav
Water dropping on a metal surface at a constant speed and rate.,Water_Falling_Bathtub_Drain.wav,RainFallsThruTinGutterMcCoy.wav,20130825-Water-fountain-Slavonice.wav,gully with water drips.wav,Rain_Patter_01.wav,WATER DRIP 2 ECHO LOW PITCH.wav,"Water - Leak, small.wav",Stream Under Rocks.wav,creekclose.wav,shower short.wav
A train is rolling past on tracks and blowing its horn.,kamakura_train.wav,train11.wav,Train Passing Grade Crossing.wav,ShortTrain.wav,"Amtrak Crescent and Commuter Train, Left to Right.wav",train_coming_in.wav,bangalore_zug_schnell.wav,Class 31 No 31108 at Sutton Cross Halt.wav,vertrek.wav,TREIN3.wav
someone is scratching a metal tin with a folk.,abandoned-ballroom-objects-wood-metal.wav,Bell from large rabbit plush.wav,safe deposit box lock-unlock.wav,Key Jingling.wav,clunks_in_water.wav,Glasses Kitchen_IO.wav,water jugs.wav,Pounding a metal stake with hammer v2.wav,Metal_Tin_Hit_bang.wav,Ambience_hurricane tube_low freq.wav
someone is putting all the clean glasses back to the shelve.,Wine glass hits.wav,metal-bowl-long-decay.wav,Bell from large rabbit plush.wav,3overtones.wav,clunks_in_water.wav,Bell7.wav,clang_metal_(hit).wav,kettle-watergong3.wav,Water drops into a metallic bowl.wav,Bell 6inch away.wav
Rain drops starts slowly then gets harder and stronger.,Heavy Rain tin roof.wav,"Wind in a tree, close to the foliage.wav",Heavy wind and rain.wav,RainFallsonUmbrellaMcCoy.wav,RainFallsThruTinGutterMcCoy.wav,"Rain next to open window, dog barks in the distance.wav",Fountain at place pigale - Paris - France.wav,WATER SHOWER 001.wav,White Water.wav,Rain 02 091012.wav
A man introduces himself and talks about music and a woman he knows.,vendedor_ambulante.wav,Cityscape 02 100208.wav,Windermere Ferry Door Closing.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,church_bell_song.wav,01451 war scene arrangement 1.wav,trolley car B.wav,inside an old factory under recustruction.wav,Apartment Ambiance 2.wav,times_square.wav
The sound is from the machine in the factory.,ambiant hangar sound.wav,20091217.05.street.cleaning.wav,Apartment Ambiance 2.wav,refrigerator buzzing.wav,traffic from inside an apartment.wav,indoors WC bathroom ambient room tone.wav,lift_relais.wav,kitchen refrigerator working.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,WM_drain_pre_spin_cycle_24_96_mono.wav
"A alarm bell at a rail crossing sounds, then cars start to drive.",crossing bells.wav,MetroTrain.wav,110719_glasgowdemolish.wav,openingdome.wav,1_ambiente inicio.wav,DH12_141Tram1.wav,TREIN3.wav,NY 176andSt.Nicholas AMB.wav,vertrek.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav"
Rain is falling very slowly for a longer period.,Fountain at place pigale - Paris - France.wav,RainFallsonUmbrellaMcCoy.wav,"Wind in a tree, close to the foliage.wav",RainFallsThruTinGutterMcCoy.wav,13_Rain_onGrassStone_Gutter_44_16.wav,Heavy Rain tin roof.wav,"Rain next to open window, dog barks in the distance.wav",Heavy wind and rain.wav,leaves_on_the_wind.wav,20100110.rain.marshes.wav
"Jangly metal items are bobbled in water, becoming more frantic towards the end, then returning to pace.",20110823_mountain.01.wav,water jugs.wav,amsterdam bijmer station escalator.wav,inside an old factory under recustruction.wav,windy day indoors windows rattle.wav,bright_wind.wav,waves and that helicopter.wav,abandoned-ballroom-objects-wood-metal.wav,balloonburner.wav,130915 - Interior Room - Hard Rain on Flat Roof.wav
An airplane gets louder as though it is approaching and then recedes.,german motorway or the autobahn.wav,Waves near the dock.wav,treinREM2.wav,CP_Whipping_Wind_Storm_Medium01.wav,bright_wind.wav,AMB_traffic_night_distant_02.wav,Mouth Wind Howling.wav,ambience winter train station outdoor quiet distant construction.wav,NY 176andSt.Nicholas AMB.wav,OMV_02.wav
A tractor is running in the paddy field to collect paddy.,City Street.wav,Roof with fans.wav,Rural nightfall atmos.wav,room tone empty train station quiet.wav,german motorway or the autobahn.wav,NY 176andSt.Nicholas AMB.wav,The Commons.wav,stoplight.wav,atmo__wind_leaves_water_traffic.wav,ambience winter train station outdoor quiet distant construction.wav
A police car siren as the car rushes throw.,Ambulence - WARNING LOUD.wav,police motorcycle distance to stop.wav,STREET_AMBULANCE_01.wav,Whelen Piercer.wav,FIRE ENGINE long approach and drive away.wav,Very loud thunder clap.wav,bright_wind.wav,german motorway or the autobahn.wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,20110823_mountain.01.wav
A bell rings out as birds chirp in the background.,ambient_sound.wav,Birds and Nature.wav,spider_monkeys.wav,1_ambiente inicio.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,Sk310308 chaffinch crow.wav,Ambient noise Kauai.wav,In an English Suburban Garden.wav,screech_owl.wav,The Commons.wav
A train uses its horn then passes by on the tracks.,Train Passing Grade Crossing.wav,train11.wav,kamakura_train.wav,ShortTrain.wav,"Amtrak Crescent and Commuter Train, Left to Right.wav",vertrek.wav,train_coming_in.wav,TREIN3.wav,tram_night_crossroad_stop_go_02.wav,Class 31 No 31108 at Sutton Cross Halt.wav
"sounds is transmitted through the air in waves, or sound pressures.",Waves near the dock.wav,CP_Whipping_Wind_Storm_Medium01.wav,Sea Waves Splash the Beach on the Isle of Wight Coast.wav,CFX-20130331-UK-DorsetSeaBeach02.wav,Waves on to rocks.wav,Storm wind.wav,Sea&amp;wind.wav,Pirita Storm waves06.12.2015.wav,Wind in trees-force8-night.wav,Siberian Weather Front 5 PM 110304.wav
A person is driving a car and revving the engine.,Diesel truck and small car.wav,Crossroads with traffic lights #1.wav,Engine Reving.wav,Boulevard with motorbike.wav,german motorway or the autobahn.wav,street.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,CarStart Idle Rev.wav,bath room fan.wav,motors-moteurs.wav
Someone is walking across a wooden floor at a slow pace.,Walking on Wood Floor.wav,Footsteps on Wood floor 1.wav,door walking exit.wav,Footsteps Dirt 02.wav,footsteps-gravel-birds.wav,running_forest_snow.wav,footsteps in woods.wav,Foley Man Collapsing.wav,Walking Downstairs.wav,20150330_11.wooden.floor.night.MS.wav
A women is talking while it is rains in back ground.,"Rain next to open window, dog barks in the distance.wav",Rain 02 091012.wav,rainy alleyway.wav,rainy morning in town.wav,Ousman Ramble.wav,Fountain at place pigale - Paris - France.wav,platform.wav,Heavy wind and rain.wav,Place Pigalle ambience Paris.wav,20110823_mountain.01.wav
A swarm of wasps are buzzing in a loud tone.,bumble bee web.wav,Interference3.wav,Coffee Machine - Brew 1.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,"Bumblebees in garden, calm wind, crickets in background 1,21min.wav",soundscape forest.wav,refrigerator buzzing.wav,Cicada.1.45.wav,Espresso Machine.wav,motors-moteurs.wav
A bird is chipping outside with crickets and other bugs making noise in the background.,Cicada.1.45.wav,screech_owl.wav,Cricket2.wav,Birds and Nature.wav,AugustNightInCornField.wav,"Insects in the herbs of the plain, thunders in background.wav",high park crickets.3.wav,20070628.casual.ambiance.wav,ambient_sound.wav,Cicada 1.wav
"Rippling beeping noises, underwater pressure noise in the background.",ambient bubbling liquid.wav,Water_bubbles_stereo_StereoPiezo_44_24.wav,Squeaky Windshield Wipers.wav,radio_am_01.wav,gotes lent.wav,"wind, basement, dripping water.wav",raindrops on metal_police background.wav,Tap Drip Vox inc reverb.wav,amsterdam bijmer station escalator.wav,20110823_mountain.01.wav
Flock of birds making noises and the breath of another animal with chains.,spider_monkeys.wav,screech_owl.wav,redbarn_feeding-horses.wav,tile-scrape-flange1.wav,Key Jingling.wav,Birds and Nature.wav,ambient_sound.wav,20080321.warbler.n.dogs.wav,20070628.casual.ambiance.wav,street.wav
A man is talking very loudly in a busy public area.,Cafe 1.wav,Ambience outside a series of restaurants.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,jf Resonant Space.wav,Portugese Fish Market.wav,gaunermarkt_werbung.wav,20110212_mercado.05.wav,Bar atmosphere - Not So Busy.wav,16 coffee shop ambience.wav,Public Place.wav
An engine is running one vehicle passes by.,Diesel truck and small car.wav,traffic_night_street.wav,Engine Reving.wav,traffic at green light.wav,german motorway or the autobahn.wav,psikedelic.wav,tata_hungary__ady_endre_road_20080718.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,three departures at bus station.wav,110719_glasgowdemolish.wav
It is found that heavy wind blowing and touches in surface.,rutting deer 2.wav,Wailing Wind.wav,natural_wind.wav,thunder002.wav,windy day indoors windows rattle.wav,Thunder (Olympus LS-20M).wav,Neighborhood Ambiance.wav,2016-10-06 Thunder Crack.wav,NM-Mejor-Lado-Thunder-01.wav,Torden og lynild 3.wav
Few birds are chirping in the street background.,spider_monkeys.wav,ambient_sound.wav,The Commons.wav,Birds and Nature.wav,Sk310308 chaffinch crow.wav,pineforest winter NL SHORT 130110_00.wav,Ambient noise Kauai.wav,Neighbourhood Ambiance.wav,In an English Suburban Garden.wav,street.wav
A loud engine sound that started like a horn.,motors-moteurs.wav,LargeStuckDoorHallway.wav,ship horn.wav,Interference3.wav,refrigerator buzzing.wav,raindrops on metal_police background.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,25_MIXER.wav,dumpster truck.wav,JM_MACHINE_Coffee Machine 01 - Office.wav
Heavy rain with birds singing in the background.,The Commons.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,Heavy wind and rain.wav,spider_monkeys.wav,"Wind in a tree, close to the foliage.wav",pineforest winter NL SHORT 130110_00.wav,Rain 02 091012.wav,EXT Quiet Valley.wav,Sk310308 chaffinch crow.wav,20070628.casual.ambiance.wav
Water is inconsistently falling and being collected into a sink and draining.,20130825-Water-fountain-Slavonice.wav,Water_Falling_Bathtub_Drain.wav,shower short.wav,gully with water drips.wav,Stream Under Rocks.wav,"Water - Leak, small.wav",bathroomSink1.wav,vand.wav,"Running Water, various pressure.wav",Taps in the Bath.wav
A machine is whirring with the same frequency as time passes.,NY 176andSt.Nicholas AMB.wav,City Street.wav,bath room fan.wav,ambiant hangar sound.wav,Roof with fans.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,110719_glasgowdemolish.wav,Apartment Ambiance 2.wav,office.refrigerator.wav,traffic from inside an apartment.wav
"Buzzing of Cicadas, hushed scraping of wood in background.",Cricket2.wav,AugustNightInCornField.wav,Cicada.1.45.wav,kitchen refrigerator working.wav,Machine.wav,Crickets Night 2.wav,greece_naxos_cicadas_6.wav,August night.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,Hour glass sand falling.wav
A guy is flicking something slowly and steadily.,md1trk13.wav,amsterdam bijmer station escalator.wav,foley noisy chair moving standing up different speed.wav,HARDWARE STORE ROOMTONE.wav,Remulada.wav,steam engine.wav,Analog Wall Clock.wav,indoors dorm dormitory ambient room tone closed window distant noises neighbours.wav,Ball bouncing.wav,Scraping of a Carpet with a Brush.wav
A lawnmower engine runs while people talk in the background.,engine boat passing by.wav,RomaBenzinaioGas_viaPomonte.wav,03199 power generator construction place .wav,soft-motor-wobble.wav,motors-moteurs.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,ATV foley &amp; drive in woods - Reverberant [ST].wav,20091217.05.street.cleaning.wav,Oxford Cambridge boat race 2010.wav,Diesel train arrives and departs 1.wav
